Irrelevant,Superior performance in sustainable development including environmental stewardship,83
Irrelevant,Project plans are in place to further reduce greenhouse gas emissions by 20% by 2020,84
Irrelevant,year-over-year GHG emissions data from our refining operations and total operations;,84
GHG,Led work to accelerate our achievement of 100% renewable energy by a few years to FY21,86
Irrelevant,as AES is focused on building a sustainable energy company through a lower carbon model,87
GHG,"Strengthened energy & climate change, tailings management and water stewardship standards",89
GHG,Greenhouse gas management     On track to achieve flaring and methane intensity reductions,90
Irrelevant,"The number (or absence) of injuries, process safety incidents and environmental incidents;",90
Irrelevant,"In 2014, total GHG emissions for legacy operations were  essentially flat compared to 2008",90
GHG,"A sustainable infrastructure to drive quality, environmental, health and safety performance",91
Irrelevant,"c2c safety interactions were 95,353 in 2019 and the safety c2c participation rate was 29.5%",91
Irrelevant,FMC recognized with multiple American Chemical Council awards for safety and sustainability,91
Irrelevant,Recognition for broad sustainability programs by inclusion in Dow Jones Sustainability Index,92
Irrelevant,"This includes reducing our greenhouse gas emission, energy consumption, and waste consumption",93
Irrelevant,"Implementation of projects at manufacturing operations to reduce waste, and water consumption",93
Irrelevant,"Environmental events were down 26 percent from 2013, marking 10 years of sustained reductions",93
GHG,"§ Develop, and begin implementation of, comprehensive strategy around greenhouse gas emissions",94
GHG,Oversee the development and strategic planning for key climate-related sustainability initiative,96
Irrelevant,Maintained world class safety performance with a 17% reduction in commercial vehicle incident rate,98
Irrelevant,We continued to make progress toward our commitment to improve diversity across our global business,99
Irrelevant,year-over-year criteria pollutant emissions data from our refining operations and total operations;,99
Irrelevant,"We provide data to CDP annually on our energy use, waste management and our greenhouse gas emissions",100
GHG,This measure was based on the number of significant environmental enforcement actions during the year,101
Irrelevant,"For 2020, we also are introducing environmental goals related to climate change and water stewardship",101
Irrelevant,Sales of green pulsed lasers used to improve solar cell efficiency increased by more than 60% in 2019,101
GHG,"o                   Continue emphasis on health, safety and the environment and reduction of incidents",102
Irrelevant,"percentage we expect to continue to increase, and another 9% consists of renewables, oil, and pet coke",102
Irrelevant,Examples include the MIT Energy Initiative and Global Climate and Energy Project at Stanford University,103
GHG,The emissions reduction goal supports our commitment to cleaner energy and our Value of Act for tomorrow,104
Irrelevant,SMRs can help achieve carbon reduction while playing a significant role in meeting future energy demands,104
Irrelevant,Reaffirming our sustainability leadership with a CDP “A” climate list rating and EcoVadis “Gold” status; and,108
Irrelevant,Improve strong safety and environmental record     Reduced recordable incident rate below 2016 and 2017 levels,110
GHG,〉 Recognized for significant sustainability efforts to utilize and promote the use of sustainable aviation fuel,111
Irrelevant,"Corporate leaders, including ten oil and gas companies, support a policy framework  to  limit  warming  to  2°C",111
Irrelevant,"In 2015, Cimarex continued to emphasize safety and environmental responsibility at every level of the organization",114
Irrelevant,"In 2014, Cimarex continued to emphasize safety and environmental responsibility at every level of the organization",114
GHG,0.80 - 0.90    0.12 - 0.14      Process safety and environmental   Continued reduction in Loss of Containment events,116
Irrelevant,the execution of the Company’s strategy resulted in a 17% decline in AES’ global carbon emissions from 2012 to 2015;,116
Irrelevant,virtually  all  of  its  legacy  asbestos  and  environmental  pollution  liabilities  were  ceded  to  a  reinsurer,116
GHG,"Superior performance that aligns effective and efficient environmental, health, and safety activities with operations",117
Irrelevant,"Superior performance that aligns effective and efficient environmental, health, and safety activities with operations",117
Irrelevant,f Major focus on greenhouse gas emissions reduction  and a record of technology advancement dating  back to the 1960s,117
Irrelevant,MPC established the Focus on Energy Initiative in 2010 to bolster our commitment to improving efficiency of operations,118
Irrelevant,"PepsiCo is committed to action on climate change, and we address this issue in a holistic manner across our operations",118
GHG,Visa met its commitment to use 100% renewable energy by calendar year 2020 through energy sources such as solar and wind,120
GHG,"To reflect these important commitments, the 2014 performance measures include a new diversity and sustainability measure",120
GHG,Performance shares earned based on achievement of reduction in carbon dioxide emissions will generally be paid in shares,120
Irrelevant,"Environment: Committed to sustainability through reduced energy consumption, water use, greenhouse gas emissions and waste",122
Irrelevant,"Outstanding  environmental  and  regulatory  compliance  results, sustainability initiatives, and cybersecurity protections",123
Irrelevant,"The earned percentages are based on the number (or absence) of injuries, process safety incidents and environmental incidents",125
Irrelevant,A quantitative assessment of our strategic achievements in areas of stewardship (safety and environmental responsibility); and,126
GHG,"–  Obtained government policies favorable to ADM in renewable fuels, GMOs, commodity trading, and country-of-origin legislation",127
GHG,"Goal Exceeded: acquired companies providing energy engineering, energy supply management, and offsite renewable energy sourcing",127
Irrelevant,"While we have developed a safety and environmental culture that is responsible and responsive, our 2015 incident rate increased",127
Irrelevant,MetLife’s ongoing commitment to sustainability as well as to diversity and inclusion has been recognized by leading organizations,129
GHG,"Reportable Environmental Events   Environmental events that require notification to, or enforcement action by, a regulatory agency",130
GHG,"Safety, waste costs, energy usage and costs, and sustainable product sales are part of these executives' annual performance review",130
Irrelevant,"Safety, waste costs, energy usage and costs, and sustainable product sales are part of these executives’ annual performance review",130
Irrelevant,"Safety, waste costs, energy usage and costs, and sustainable product sales are part of these executives' annual performance review",130
GHG,Progressed our sustainability efforts with the goal of reducing plastic in our packaging and optimizing our global carbon footprint,131
Irrelevant,"For the past several years, our NEO’s bonus program included ambitious targets to improve safety and environmental goals every year",131
Irrelevant,"Energy & Transportation OPACC of $3,021 million for 2014 exceeded the maximum  level and resulted in a payout factor of 200 percent",131
Irrelevant,We beat our stretch objective by 5 percent and achieved the lowest number of reportable environmental events in our Company history,131
GHG,Launching a new enterprise-wide environmental sustainability strategy and advancing toward 2025 environmental sustainability targets,132
GHG,The new factor was chosen to align with the Company’s strategy to commit substantial investments that reduce greenhouse gas emissions,133
GHG,"Goal Not Met: EE revenues and backlog below target; new solar contracts above target, but completed solar construction below target 2",133
Irrelevant,"These programs have offset ove r 74,422 metric tons of greenhouse gas emissions, equivalent to saving 8.4 million gallons of gasoline",133
GHG,We  significantly  advanced  our  clean  energy  leadership  through  the expansion of our offshore wind energy partnership with Ørsted,135
Irrelevant,"Currently, PepsiCo is developing new environmental sustainability targets that address climate change GHG emissions  and energy efficiency",138
GHG,3 The environmental target highlights our commitment to reduce CO2 emissions in 2015 and make progress against our 2030 environmental goals,139
GHG,3 The environmental target highlights our commitment to reduce CO2 emissions in 2015 and make progress against our 2030 environmental goals,139
GHG,"10 percent goal related to health, safety, security and the environment ( HSSE), including methane emissions intensity and fresh water usage",140
Irrelevant,"In addition, environmental capital projects that generate a regulated rate of return are excluded from the definition of Environmental CapEx",140
Irrelevant,"In addition, environmental capital projects that generate a regulated rate of return are excluded from the definition of Environmental CapEx",140
GHG,improving EOG’s strong safety and environmental record; and     Reduced both the recordable safety incident rate and the crude oil spill rate,141
Irrelevant,Companies  across  sectors  are establishing “science-based” GHG reduction targets to limit emissions as needed  to  align  with  2°C  warming,142
Irrelevant,"Environmental performance, with reference to environmental events and penalties, reportable spills and releases, and notices of violation, and",142
Irrelevant,Advocate for policies and rules that fairly compensate the utility and generation business while supporting appropriate environmental standards,143
GHG,"For example,  our climate  and environmentally-related goals support efficiency and conservation within our facilities and internal supply chain",144
GHG,Achieving sustainability and health and safety goals by increasing energy efficiency and successfully implementing workplace safety initiatives;,144
GHG,"Health,      environmental      and safety       15%   Personal safety   Industry-leading 0.016 Days Away From Work Rate; gaps in severity remain",145
Irrelevant,This new environmental disclosure achieves our goals of being transparent and having metrics against which we can both test ourselves and improve,145
GHG,Duke Energy incurred various expenses in connection with the Dan River coal ash spill and ash basin operations at other North Carolina coal plants,146
GHG,OLCV is focused on advancing low-carbon  technologies and business solutions that economically grow Occidental’s business while reducing emissions,146
Irrelevant,Implementation of energy conservation projects to reduce energy intensity (KWh per unit output) and minimize the carbon footprint of each facility,146
GHG,"This measure was based on the number of significant environmental enforcement actions during the year (those resolved with a fine exceeding $1,000)",147
Irrelevant,"The  2014  IPCC  Synthesis  Report  warns  that  global  warming  will  have “severe, pervasive and irreversible impacts for people and ecosystems.”",148
Irrelevant,"In response to an EPA enforcement initiative, MPC led the industry by working with the EPA to significantly reduce emissions from flaring operations",148
Irrelevant,Achieving sustainability and health and safety goals by increasing energy efficiency and successfully implementing workplace safety initiatives; and,148
Irrelevant,The technology and operational efficiency goal also was separated into two sub-goals: environmental leadership and operational efficiency improvement,149
Irrelevant,"objectively  determinable  corporate  value  and  sustainability  measures,  including  compliance,  safety, environmental and personnel matters; and",149
Irrelevant,The  costs  of  failing  to  address  climate  change  are  significant  and  are estimated to have an average value at risk of $4.2 trillion globally,150
Irrelevant,"Messrs. Farrell, Chapman, McGettrick, Koonce and Blue met their discretionary environmental goal, which related to environmental sustainability issues",150
GHG,"The environmental excursions KPI measures fossil and nuclear environmental issues related to air emissions, water discharges, and unauthorized releases",151
Irrelevant,Set a new long-term goal to reduce the rate of methane e missions from our natural gas distribution lines by 30% per mil e from a 2011 baseline by 2030,151
GHG,"Increasingly challenging targets can mean year-over-year performance target increases for safety, efficiency, emission reductions, unit cost and margins",152
GHG,"The committee considered the environmental performance with respect to environmental penalties, reportable spills and releases, and notices of violation",152
GHG,"The committee considered the environmental performance with respect to environmental penalties, reportable spills and releases, and notices of violation",152
Irrelevant,"Continued successful fuel conservation initiatives, which have allowed us to reduce the rate of fuel consumption by more than 24% compared to fiscal 2007,",154
GHG,"In addition, the threshold  of reportable quantity for environmental releases was ch anged from greater that 20% of reportable quantity to greater than 15%",155
Irrelevant,"In February 2017, the Board added to the  Environmental Committee’s charter the responsibility to  regularly review climate-related risks and opportunities",155
GHG,Operational Excellence: Workplace safety and emissions reduction; advancements in quality; supply chain improvement; and operational efficiency/productivity,156
GHG,Operational Excellence: Workplace safety and emissions reduction; advancements in quality; supply chain improvement; and operational efficiency/productivity,156
GHG,3 The  environmental  target  highlights  our  commitment  to  reduce  CO   emissions  in  2014  and  make  progress  against  our  2030 environmental goals,156
Irrelevant,"At COP 21, world leaders made significant commitments to reduce greenhouse  emissions  and  initiated  discussions  to  implement  carbon pricing   policies",156
Irrelevant,Global governments have recognized the severe risks associated with a warming  climate  and  the  need  to  limit  warming  to  2  degrees  Celsius  or less,156
Irrelevant,"Table of Contents In the near-term, ExxonMobil is working to increase energy efficiency and reduce flaring, venting and fugitive emissions in its operations",156
Irrelevant,Continued efforts to reduce UTC’s global environmental impact by setting aggressive sustainability goals and supporting the development of green technologies,157
GHG,Operational Excellence : Workplace safety and emissions reduction; advancements in qualit y; supply chain improvement; and operational efficiency/productivity,158
Irrelevant,Occidental has been reporting its climate risk strategy and  related data to CDP (formerly known as the Carbon Disclosure  Project) since its inception in 2003,159
Irrelevant,We recognize that limiting global warming to 2° Celsius is critical to our future and are committed to implementing  solutions that will help achieve this goal,159
GHG,"Increasingly challenging targets can mean year-over-year performance target increases for safety, efficiency, emission reductions, unit cost targets, and margins",161
GHG,"additions, and (5) safe, clean, responsible days (defined as no serious events , no recordable injuries, and no spills to the environment experienced companywide)",162
Irrelevant,"Health, Safety and Environmental (“HSE”)—We seek to be a good employer,  good  community  member  and  good  steward  of  the  environmental   resources we manage",162
GHG,"The committee considered the environmental performance with respect to environmental events and penalties, reportable spills and releases, and notices of violation",163
GHG,"The  environmental  excursions  KPI  measures  fossil  and  nuclear  environmental  issues,  related  to  air emissions, water discharges, and unauthorized releases",164
GHG,"Australia: Progressed the Tanami power project, expected to lower energy costs and emissions by 20 percent while enabling further development of a world-class asset",164
GHG,"The Company also made great progress on a number of sustainability initiatives, including lower energy consumption and a reduction in hazardous waste disposal costs",164
Irrelevant,"Further,  management should,  be  incentivized  to  adopt  a  stable,  long-term  revenue  path  that includes  replacing  carbon  holdings  with  renewable  energy",164
Irrelevant,These  price forecasts factor in supply and demand in global markets  and consider the market penetration of alternative fuels and  potential climate change policies,165
GHG,"The  environmental  excursions  KPI  measures  fossil  and  nuclear  environmental issues,  related  to  air  emissions,  water  discharges,  and  unauthorized  releases",169
GHG,"Set environmental targets, monitor the performance of our responsible investments and measure our progress toward improving the environmental footprint of our properties",169
Irrelevant,Occidental is actively developing projects that will  capture CO 2  emissions for use in our EOR operations and we  are seeking other economic industrial sources of CO 2,169
Irrelevant,"Leaks, spills, explosions and community impacts have led to bans and moratoria in the U.S. and around the globe, putting the industry’s social license to operate at risk",169
Irrelevant,"As   worldwide   energy   needs   grow,   it   is   becoming increasingly  likely  that  such  demand  will  be  met  with  a  much  greater amount  of  renewable  energy",170
Irrelevant,"Commitments  on  record  should  reduce  projected  warming  from  4°C  to an estimated 2.7 – 3.5°C, and these commitments may be “ratcheted” up to align with 2°C warming",170
Irrelevant,Available energy generation is the energy that could have been produced under reference ambient conditions considering only limitations within control of plant management,170
Irrelevant,Available energy generation is the energy that could have been produced under reference ambient conditions considering only limitations within control of plant management,170
Irrelevant,"Also considered was the Company’s year-over- year performance in the areas of process safety incidents, TRIR and environmental incidents and the severity of any incidents",170
Irrelevant,"A quantitative and qualitative assessment of our strategic achievements in areas of stewardship (safety, environmental responsibility, sustainability, and governance); and",171
Irrelevant,"We measure ourselves against others in our industry for safety metrics, target sustained performance in environmental stewardship, and effectively manage unplanned downtime",172
Irrelevant,"Launching  our biennial  sustainability  report  and setting  an enhanced  greenhouse  gas emission  reduction  target  of 27 percent  by 2030,  compared  to a 2017 baseline",173
Irrelevant,We measure ourselves compared to industry averages for safety and process safety measures and target a 10 percent improvement in environmental events compared to prior years,173
GHG,Enhancements  include the introduction of further collaboration infrastructure  which reduced the need for travel and other sustainable  improvements to the Foster City campus,175
GHG,"As part of our continued commitment to environmental, social an d governance issues, we have included stewardship metrics in our annual incentive programs for the last 12 years",176
Irrelevant,This TRIR impact resulted in overall payout at 88% of target despite PSIR that matched the Company’s record performance in 2018 and a sharp reduction in environmental incidents,176
GHG,"Key observations included 62% year-over-year reduction in completions TRIR, 39% year-over-year reduction in drilling TRIRs, and a 38% year-over-year decrease in oil spill events",177
Irrelevant,"As part of our continued commitment to environmental, so cial and governance issues, we have included stewardship m etrics in our annual incentive programs for the last 12 years",177
Irrelevant,"Compensation should take into account each executive’s responsibility to act at all times in accordance with our Code of Ethics and our environmental, health and safety objectives",179
GHG,"Continued year-over-year safety improvements and advanced our Corporate Re sponsibility and Sustainability efforts, including advancement ag ainst our Diversity and Inclusion goals",180
GHG,Operational Excellence: Workplace safety and emissions reduction; advancements in quality; supply chain improvement; operational efficiency/productivity and working capital velocity,181
Irrelevant,"In July 2015, PepsiCo became one of the first  companies to join the American Business Act on Climate Pledge, a White House initiative to curb GHG emissions and  invest in clean energy",184
Irrelevant,"Compensation should  take into account each executive’s  responsibility to act at all times in  accordance with our Code of Ethics  and our environmental, health and  safety objectives",184
Irrelevant,Environmental Events: The Compensation Committee considered that in the industries in which we operate there is increasingly stringent regulation and scrutiny on environmental performance,187
GHG,"Given the significant environmental impact of the Upstream portfolio, the environmental metric drives reduction of carbon dioxide emissions and strengthening Alcoa Inc.’s energy efficiency",188
Irrelevant,Ranked  as the top company in California  and third in the nation  for energy  efficiency  in the American Council  for an Energy  Efficiency  Economy’s Utility Energy Efficiency Scorecard,188
GHG,"Committing to verified Science Based Targets, which in corporates our goal to power 100% of our worldwide o perations and the digital delivery of our products with renewable energy by 2035;",189
Irrelevant,"AES is introducing cheaper, cleaner natural gas to markets that currently rely on petroleum fuels for electricity generation, creating environmental and social benefits for all stakeholders",189
Irrelevant,Safety – Risk Reduction 10% Ÿ  The safety and sustainability metric transitioned from the Manag ement System Effectiveness assessment (MSeA) to a risk reduction metric with a MSeA qualifier,189
GHG,Mr. Jamieson’s other notable accomplishments include sponsoring expansion of environmental and sustainability initiatives across the portfolio while serving on Kimco’s ESG Steering Committee,190
GHG,"Delivered $125 billion goal to mobilize capital to low-carbon, sustainable business activities six years ahead of schedule, announced new 10-year $300 billion environmental business commitment",192
GHG,"The committee considered the environmental performa nce with respect to environmental penalties, reportable spills and releases, and notices of  34    Freeport-McMoRan  |  2018 Proxy Statement",192
Irrelevant,"Include absolute GHG reduction goals for operations, detailing targets for reducing fugitive methane emissions and flaring, improving energy efficiency, and increasing use of renewable energy;",192
Irrelevant,"The Environmental, Health & Safety group also performed admirably while working with our Operations group to prevent environmental damage following the breach of an Army Corps of Engineers levy",193
Irrelevant,"Excellent operational performance—strong health, environment and safety performance; two percent increase in net oil-equivalent production compared to 2014; 107 percent reserve replacement ratio",194
Irrelevant,"HSE Performance for Award Units The health, safety and environmental performance of Award Units is judged on absolute performance and trends in performance, with a goal of continuous improvement",194
GHG,Doug Howell continued to implement and maintain expense savings initiatives critical to increasing our adjusted EBITDAC margin and successfully managed our tax-advantaged clean energy investments,195
Irrelevant,Scope1GHG are greenhouse gas emissions from sources owned or controlled by Prologis and Scope2GHG are indirect greenhouse gas emissions associated with consumption of purchased electricity and gas,196
Irrelevant,"Lastly,  Chevron must  manage  emissions  from  combustion  of  its  products,  which  were 358  million  metric  tons  of  CO2  equivalent  in  2014,  accounting  for  over 85% of its GHG emissions",198
Irrelevant,"The LOE and Controllable G&A performance goal from the 2015 AIP was renamed Controllable Cash Costs and expanded to include gathering, processing and marketing costs and oil and gas transportation costs",202
Irrelevant,"Our plan includes retiring appro ximately 1,800 MWs of coal generation by 2020 and adding additional natural gas- fired generating units and renewable generation, includi ng utility-scale solar projects",202
Irrelevant,"Adapting distribution focus around sustainability and environmental, social and governance (ESG) to align with Franklin Templeton’s integrated approach to responsible investing for better client outcomes",203
Irrelevant,"Oil and gas production for the year beat the Company’s goal without compromising  performance  on  environmental,  health  and  safety  measures  or  materially  outspending  capital  expenditure targets",203
Irrelevant,"For metrics for which comparative data was not available, like asset availability and environmental events, we established our threshold, target, and maximum goals based on our own historical performance",203
Irrelevant,"In  2010,  CNA entered  into  a  loss  portfolio  transfer  transaction  pursuant  to  which  virtually  all  of  its  legacy  asbestos  and  environmental  pollution liabilities were ceded to a reinsurer",204
GHG,"Environmental Sustainability: measured in terms of reductions in absolute greenhouse gas emissions and potable water use consumption, and solid waste diversion (i.e., waste diverted from landfill disposal)",205
Irrelevant,"Furthered our environmental efforts by successfully testing a new exhaust gas cleaning system technology that exceeds stricter air emissions standards, as well as mitigating higher fuel costs on our ships,",205
Irrelevant,"These objectives covered such subject matters as anti-corruption, anti-money laundering, responsible sourcing, food safety, environmental compliance, health and safety compliance, and licensing and permits",205
GHG,"Environmental,  Health  and Safety measures  consisted  of employee  recordable  incident  rate, contractor  recordable  incident  rate, preventable  vehicle  incident  rate, spill rate, and lost spill rate",206
GHG,"With regard to the diversity and environmental sustainability metric in  the Short-Term Plan, Verizon’s public goal to reduce our carbon intensity, a nd our company-wide commitment to diversity and inclusion",207
GHG,"Continued to significantly reduce the greenhouse gas emission s of our products and operations, while also convening industry leaders to develop long-term solutions aime d at solving global climate challenges",208
Irrelevant,Occupational safety was measured as employee lost time away from work; process safety was measured by severity score; and environmental responsibility was measured by the number of our environmental incidents,208
Irrelevant,"Received   considerable   recognition   for   on-going efforts  in  the  area  of  environmental,  social,  and governance  performance  and  helped  to  compile  our inaugural Corporate Responsibility Report",208
Irrelevant,"Achieved 208 Perfect Health Safety and Environment (""HSE"") days (no recordable injuries, no vehicle accidents, and no harm to the environment) for all of 2016 in spite of extremely difficult business conditions",210
Irrelevant,"We are concerned Pepsico, Inc. may be lagging behind peers with renewable energy goals like  Coca-Cola that currently has a target to source 35% of manufacturing energy from renewable/low-carbon sources by 2020",210
Irrelevant,"Ameren’s strategy is to invest in rate-regulated energy infrastructure, continuously improve operating performance, and advocate for responsible energy policies to deliver superior customer and shareholder value",211
Irrelevant,"Ameren’s strategy is to invest in rate-regulated energy infrastructure, continuously improve operating performance, and advocate for responsible energy policies to deliver superior customer and shareholder value",211
Irrelevant,"By setting renewable energy commitments, the company can strengthen its  current climate change strategy, reduce the company’s exposure to fluctuating energy prices and move it closer to achieving  GHG reductions",212
Irrelevant,"As a first step toward reducing our overall GHG emissions while  growing our business, PepsiCo set a target of holding direct and indirect GHG emissions flat against a 2008 baseline,  even while growing the business",215
Irrelevant,"Operating Excellence Operating excellence, including personal and proces s safety, environmental stewardship and asset availability, is critical to meeting our corporate strategy of growth, returns and distributions",215
GHG,"For the calculation of environmental incidents, the Compensation Committee also adjusted the performance targets to take into account a change in the method of reporting environmental emissions at one of our refineries",218
GHG,"Environmental Sustainability: measured in terms of reduc ons in absolute greenhouse gas emissions and potable water use consump on, and improvement in solid waste diversion  (i.e., waste diverted from landfill disposal)",219
GHG,"Each plant starts the year with a base number of zero and any non-compliance event adds a point and projects addressing climate change, clean air and protecting our resources can result in a maximum one- point reduction",219
Irrelevant,"environmental,  including,  among  other  things,  one  or  more  of  improvement  in,  or  attainment  of,  emissions  levels,  project  completion  milestones  and  prevention  of significant environmental violations;",219
GHG,"Environmental Sustainability: measured in terms of reductions in absolute greenhouse gas emissions and potable water use consumption, and improvement in solid waste diversion (i.e., waste diverted from landfill disposal)",220
Irrelevant,"This result is reflective of our very strong relative TSR performance and achievement of our environmental commitment to reduce carbon dioxide emissions, as described in the Long-Term Incentives section on pages 35 to 36",220
Irrelevant,"Work across disciplines, industries and sectors, with employees, customers, suppliers and a range of other stakeholders to get more output utilizing fewer resources and with less environmental impact Relative Performance:",221
Irrelevant,"Our  adjusted  core  return  on  equity,  excluding catastrophes and prior year reserve development related to  asbestos  and  environmental  coverages,  was  15.0%, which was significantly higher than our target of 13.0%",221
GHG,"u    Health, Safety, Security, and Environmental:  Apache is committed to ensuring it provides a safe workplace and instilling a culture of safety and  environmental  responsibility  at  every  level  of  our  organization",222
GHG,"Environmental Sustainability: measured in terms of reductions in absolute greenhouse  gas emissions and potable water use consumption, and improvement in solid waste diversion (i.e., waste diverted from landfill disposal )",222
Irrelevant,"We are committed to excellent water quality, protecting the environment and maintaining our history of materially complying with, and in many cases, surpassing, minimum standards required by applicable laws and regulations",222
Irrelevant,"We are committed to excellent water quality, protecting the environment and maintaining our history of materially complying with, and in many cases, surpassing, minimum standards required by applicable laws and regulations",222
GHG,"Environmental Sustainability: measured in terms of re ductions in absolute greenhouse gas emissions and pota ble water use consumption, and improvement in solid waste diversio n (i.e., waste diverted from landfill disposal)",223
Irrelevant,At   least   178   countries   submitted   Intended   Nationally   Determined Contributions (INDCs) to the UN detailing plans to cut GHG emissions in preparation   for   the   December   2015   Paris   Climate   Negotiations,224
Irrelevant,"Operating Excellence Operating excellence, including personal and process safety as well as environmental stewardship and asset availability, is critical to meeting our corporate strategy of growth, returns and distributions",224
GHG,"The Committee also selected diversity and sustainability metrics to reflect Verizon’s commitment to promoting diversity among our employees and our business partners, and to reducing the environmental impact of our operations",225
Irrelevant,"    Health,  Safety, Security, and Environmental:  Apache  is committed  to ensuring  it provides  a safe workplace  and instilling  a culture  of safety  and environmental  responsibility at every  level of our organization",225
GHG,"The Committee also selected a diversity and sustainability metric to reflect Verizon’s commitment to promoting diversity among our employees and our business partners, and to reducing the environmental impact of our operations",226
Irrelevant,"Safety/Environmental Metrics   Description  Reportable Environmental Events   REE refers to environmental events resulting from Duke Energy operations that require notification to, or enforcement action by, a regulatory agency",226
Irrelevant,"The Committee also selected a diversity and sustainability metric to reflect Verizon’s commitment to promoting diversity among our employees and our business partners, and to reducing the environmental impact of our operations",226
GHG,"Environmental Excursions: Measures issues related to air emissions, water discharges, and unauthorized releases that exceed the allowable limitations, conditions or deadlines established in the facilities’ environmental permits",227
Irrelevant,"Reinforce adherence to high ethical, environmental, health and safety standards The  performance  scorecard  bonus  component  may  include  specific  business  goal targets related to health, safety and the environment (""HSE"")",227
Irrelevant,CCS technologies have been recognized by the Intergovernmental  Panel on Climate Change (IPCC) as essential in the mix of  climate mitigation technologies needed to limit the global  increase in temperature to 2 degrees Celsius,227
Irrelevant,"We believe the additional weighting allocated to this measure has better focused our organization on behaviors aimed at preventing safety incidents and progressing with respect to other EHSS initiatives, including sustainability",228
Irrelevant,"As of 2013, MPC’s efforts resulted in an 83 percent reduction in emissions of volatile organic compounds, a 72 percent reduction in emissions of hazardous air pollutants and a 56 percent reduction in GHG emissions from our flares",229
Irrelevant,"Renew Blue Priorities:         Waste and Efficiency (1)   10%   Annualized net year-over-year cost savings (gross savings less reinvestment, compared to fiscal 2015 expense) of cost reduction actions put into effect in fiscal 2016",230
Irrelevant,"Payout at 141% of target was based on top decile industry performance; an injury rate that tracked even with, and a process safety incident rate that improved upon, 2016; and a record-low number of environmental incidents recorded",230
Irrelevant,"Valero’s performance score for 2017 for this category was 84.77 percent (versus a target score of 40.00 percent) and reflects best-ever performance in the health, safety, and environmental, and the mechanical availability measures",230
Irrelevant,"Climate  change  induced  transitions  are already occurring in energy markets in the form of rapid energy efficiency increases,  decreasing  costs  of  renewables,  and  disruptive  technology development such as electric vehicles",231
Irrelevant,"Safety/Environmental Metrics   Description  Reportable Environmental Events (REE)   REE refers to environmental events resulting from Duke Energy operations that require notification to, or enforcement action by, a regulatory agency",232
Irrelevant,"Valero’s performance score for 2016 for this category was 84.82 percent (versus a target score of 40.00  percent) and reflects best-ever performance in the health, safety, and environmental, and the mechanical availability  measures",232
GHG,"We use our annual bonus program to encourage achievement of specified strategic and operational objectives and focus on those objectives to help us achieve our mission of enabling a world powered by clean, affordable solar electricity",234
Irrelevant,"Safety consists of three distinct measures: (i) Fluor's days away, restricted and transfer (""DART"") incidence rate, (ii) Fluor's total recordable case incidence rate and (iii) Fluor's health, safety and environmental (HSE) audit score",234
Irrelevant,"Profit center participants are also subject to an adjustment ranging from a potential 5% increase for exceptional safety performance to a 20% deduction for their operations’ failure to achieve safety, audit and environmental standards",234
GHG,"Announced a new science-based carbon emissions reduction target: By 2030, the Company aims to reduce its total carbon emissions across its full value chain 25% below where they were in 2015, aligned with the goals of the Paris Agreement",236
Irrelevant,"improvements in the Company’s environmental performance including a planned reduction of AES’ U.S. carbon emissions by 20% to 30% by 2018, as compared to 2012 through projects currently under construction and completed partnerships; and",236
